ID	TEsorter	EDTA	Final
7C_TE_00002874_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
7C_TE_00002875_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002876_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002877	Unknown	MITE/DTH	MITE/DTH
7C_TE_00002878	Unknown	DNA/DTH	DNA/DTH
7C_TE_00002879	Unknown	DNA/DTM	DNA/DTM
7C_TE_00002880_LTR	LINE	LTR/unknown	LINE
7C_TE_00002881_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002882	Unknown	DNA/DTM	DNA/DTM
7C_TE_00002883	Unknown	DNA/DTH	DNA/DTH
7C_TE_00002884_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002885	Unknown	MITE/DTH	MITE/DTH
7C_TE_00002886_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00002887_INT	LTR/Gypsy/CRM	LTR/Gypsy	LTR/Gypsy/CRM
7C_TE_00002887_LTR	LTR/Gypsy		LTR/Gypsy
7C_TE_00002888	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002889	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002890_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002891	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002892	Unknown	DNA/DTC	DNA/DTC
7C_TE_00002893_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00002893_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00002894	Unknown	DNA/DTH	DNA/DTH
7C_TE_00002895	Unknown	DNA/DTM	DNA/DTM
7C_TE_00002896_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002897_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002898	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
7C_TE_00002899_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002900_INT	LTR/Copia		LTR/Copia
7C_TE_00002901	Unknown	MITE/DTH	MITE/DTH
7C_TE_00002902_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002903_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002904	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002905_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00002906_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002907_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002907_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002908_INT	LTR/Copia/Ivana	LTR/Copia	LTR/Copia/Ivana
7C_TE_00002908_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00002909_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00002910_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002911	Unknown	MITE/DTH	MITE/DTH
7C_TE_00002912	Unknown	DNA/DTC	DNA/DTC
7C_TE_00002913_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00002914	Unknown	MITE/DTH	MITE/DTH
7C_TE_00002915_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
7C_TE_00002916_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002916_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002917	TIR/MuDR_Mutator	DNA/DTM	TIR/MuDR_Mutator
7C_TE_00002918_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
7C_TE_00002918_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002919_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00002919_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00002920_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00002921_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002922	Unknown	DNA/DTM	DNA/DTM
7C_TE_00002923	Unknown	MITE/DTT	MITE/DTT
7C_TE_00002924_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002924_LTR	LTR/Gypsy		LTR/Gypsy
7C_TE_00002925	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002926_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002927	Unknown	DNA/DTC	DNA/DTC
7C_TE_00002928	Unknown	DNA/DTC	DNA/DTC
7C_TE_00002929_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00002930_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002931_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00002932	Unknown	DNA/DTM	DNA/DTM
7C_TE_00002933_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002934_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002935	Unknown	DNA/Helitron	DNA/Helitron
7C_TE_00002936_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
7C_TE_00002937_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002938	Unknown	DNA/DTH	DNA/DTH
7C_TE_00002939	LTR/Gypsy	DNA/DTC	LTR/Gypsy
7C_TE_00002940_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
7C_TE_00002941	Unknown	MITE/DTT	MITE/DTT
7C_TE_00002942	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002943_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00002944	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002945	Unknown	MITE/DTT	MITE/DTT
7C_TE_00002946	Unknown	MITE/DTA	MITE/DTA
7C_TE_00002947	Unknown	MITE/DTT	MITE/DTT
7C_TE_00002948	Unknown	DNA/Helitron	DNA/Helitron
7C_TE_00002949	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002950	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002951	Unknown	DNA/DTC	DNA/DTC
7C_TE_00002952_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002953	Unknown	DNA/DTC	DNA/DTC
7C_TE_00002954	Unknown	DNA/DTC	DNA/DTC
7C_TE_00002955	Unknown	MITE/DTC	MITE/DTC
7C_TE_00002956	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002957_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002958	Unknown	DNA/DTM	DNA/DTM
7C_TE_00002959	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002960	Unknown	DNA/DTH	DNA/DTH
7C_TE_00002961	Unknown	DNA/DTH	DNA/DTH
7C_TE_00002962	Unknown	MITE/DTT	MITE/DTT
7C_TE_00002963	Unknown	DNA/DTA	DNA/DTA
7C_TE_00002964_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00002965	Unknown	DNA/DTH	DNA/DTH
7C_TE_00002966_INT	LTR/Gypsy	LTR/Copia	LTR/Gypsy
7C_TE_00002967	Unknown	DNA/DTH	DNA/DTH
7C_TE_00002968	Unknown	DNA/DTH	DNA/DTH
7C_TE_00002969_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00002969_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00002970_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00002971_LTR	LTR/Copia	LTR/unknown	LTR/Copia
7C_TE_00002972_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002973	Unknown	DNA/DTC	DNA/DTC
7C_TE_00002974	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002975_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00002976_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00002976_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00002977	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002978	LTR/Gypsy	MITE/DTT	LTR/Gypsy
7C_TE_00002979	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002980_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00002981	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002982	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002983	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002984	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002985	Unknown	DNA/DTC	DNA/DTC
7C_TE_00002986	Unknown	DNA/DTM	DNA/DTM
7C_TE_00002987	Unknown	DNA/DTH	DNA/DTH
7C_TE_00002988	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002989	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002990_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00002991_INT	LTR/Copia/SIRE	LTR/Copia	LTR/Copia/SIRE
7C_TE_00002992	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002993	Unknown	DNA/DTT	DNA/DTT
7C_TE_00002994_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00002995_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00002996_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00002997	Unknown	DNA/DTM	DNA/DTM
7C_TE_00002998	Unknown	DNA/DTC	DNA/DTC
7C_TE_00002999	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003000	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003001_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
7C_TE_00003002	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003003_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00003004	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003005	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003006_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003007	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003008	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003009_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00003009_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003010	Unknown	MITE/DTH	MITE/DTH
7C_TE_00003011	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003012	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003013_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003014_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003015	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003016	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003017	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003018_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003019_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003019_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003020	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003021_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003022_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003023_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003024_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003025	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003026_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003026_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003027	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003028	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003029	LTR/Copia	MITE/DTC	LTR/Copia
7C_TE_00003030_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00003031	Unknown	MITE/DTM	MITE/DTM
7C_TE_00003032	Unknown	DNA/Helitron	DNA/Helitron
7C_TE_00003033_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00003033_LTR	LTR/Gypsy		LTR/Gypsy
7C_TE_00003034_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003035_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
7C_TE_00003036	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003037_INT	LTR/Copia	LTR/unknown	LTR/Copia
7C_TE_00003037_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003038_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
7C_TE_00003039_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
7C_TE_00003039_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003040_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003041	Unknown	MITE/DTH	MITE/DTH
7C_TE_00003042_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
7C_TE_00003043_INT	LTR/Copia/Ivana	LTR/Copia	LTR/Copia/Ivana
7C_TE_00003043_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003044	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003045_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003046_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003047_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00003048	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003049	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003050	Unknown	MITE/DTH	MITE/DTH
7C_TE_00003051	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003052	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003053_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003054_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003055_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00003056	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003057	Unknown	MITE/DTM	MITE/DTM
7C_TE_00003058_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003059	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003060_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003061_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00003062	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003063	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003064_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003065	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003066_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003067_INT	LTR/Copia/Ikeros	LTR/Copia	LTR/Copia/Ikeros
7C_TE_00003067_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003068	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003069	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003070	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003071	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003072	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003073	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003074	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003075	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003076_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003077	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003078	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003079	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003080	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003081	Unknown	MITE/DTM	MITE/DTM
7C_TE_00003082	Unknown	MITE/DTH	MITE/DTH
7C_TE_00003083	Unknown	MITE/DTH	MITE/DTH
7C_TE_00003084	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003085_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003086	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003087_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003088_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003089_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003089_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003090_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003091_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003092	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003093_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003094_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003095	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003096_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
7C_TE_00003096_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003097	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003098_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00003099	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003100	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003101	Unknown	MITE/DTC	MITE/DTC
7C_TE_00003102_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003103	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003104_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003105_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003106	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003107	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003108_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
7C_TE_00003109	Unknown	MITE/DTC	MITE/DTC
7C_TE_00003110	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
7C_TE_00003111	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003112_INT	LTR/Copia		LTR/Copia
7C_TE_00003113	Unknown	DNA/Helitron	DNA/Helitron
7C_TE_00003114_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003115	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003116	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003117	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003118	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003119	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003120	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003121	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003122	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003123_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00003124_INT	LTR/Copia/SIRE	LTR/Copia	LTR/Copia/SIRE
7C_TE_00003125_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003126	Unknown	DNA/Helitron	DNA/Helitron
7C_TE_00003127	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003128	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003129	Unknown	MITE/DTH	MITE/DTH
7C_TE_00003130_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00003131_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003132_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003133_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00003134_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00003135_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003136_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003137	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003138	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003139	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003140_INT	LTR/Gypsy	LTR/unknown	LTR/Gypsy
7C_TE_00003141	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003142	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003143	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
7C_TE_00003144_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003145_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
7C_TE_00003146	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003147_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003148	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003149_INT	LTR/Copia		LTR/Copia
7C_TE_00003150	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003151	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003152	Unknown	MITE/DTM	MITE/DTM
7C_TE_00003153	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003154	Unknown	DNA/Helitron	DNA/Helitron
7C_TE_00003155	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003156	Unknown	MITE/DTH	MITE/DTH
7C_TE_00003157	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003158	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003159	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003160	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003161	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003162	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003163	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003164_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00003165	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003166	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003167	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003168_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00003169	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003170_INT	LTR/Copia/SIRE	LTR/Copia	LTR/Copia/SIRE
7C_TE_00003170_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003171	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003172	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003173	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003174	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003175_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
7C_TE_00003176	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003177_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003178	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003179	Unknown	MITE/DTH	MITE/DTH
7C_TE_00003180	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003181	Unknown	DNA/Helitron	DNA/Helitron
7C_TE_00003182	Unknown	DNA/Helitron	DNA/Helitron
7C_TE_00003183_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00003184_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003185	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003186	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003187	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003188_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00003189_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003190	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003191_INT	LTR/Copia/mixture	LTR/Copia	LTR/Copia/mixture
7C_TE_00003192_LTR	LTR/Copia		LTR/Copia
7C_TE_00003193_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003194_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003195_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00003196	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003197	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003198_INT	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003199_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003200_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
7C_TE_00003200_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003201_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
7C_TE_00003202	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003203	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003204_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00003204_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003205	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003206_INT	LTR/Copia/Ikeros	LTR/Copia	LTR/Copia/Ikeros
7C_TE_00003206_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003207	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003208	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003209	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003210	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003211	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003212_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00003213_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
7C_TE_00003213_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003214	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003215	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003216_INT	LTR/Gypsy		LTR/Gypsy
7C_TE_00003217	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003218	TIR/Tc1_Mariner	MITE/DTT	TIR/Tc1_Mariner
7C_TE_00003219	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003220_INT	LTR/Copia/mixture	LTR/Copia	LTR/Copia/mixture
7C_TE_00003220_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003221	Unknown	MITE/DTH	MITE/DTH
7C_TE_00003222	Unknown	MITE/DTM	MITE/DTM
7C_TE_00003223	Unknown	DNA/DTT	DNA/DTT
7C_TE_00003224	Unknown	MITE/DTT	MITE/DTT
7C_TE_00003225_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00003226	Unknown	DNA/DTC	DNA/DTC
7C_TE_00003227_INT	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003227_LTR	Unknown	LTR/Copia	LTR/Copia
7C_TE_00003228_LTR	Unknown	LTR/unknown	LTR/unknown
7C_TE_00003229_LTR	LINE	LTR/Gypsy	LINE
7C_TE_00003230_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003231_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
7C_TE_00003232_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003233	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003234	Unknown	DNA/DTM	DNA/DTM
7C_TE_00003235	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
7C_TE_00003236	Unknown	DNA/DTH	DNA/DTH
7C_TE_00003237	TIR/Tc1_Mariner	DNA/DTT	TIR/Tc1_Mariner
7C_TE_00003238	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
7C_TE_00003239_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
7C_TE_00003240_INT	LTR/Copia		LTR/Copia
7C_TE_00003241_INT	Unknown	LTR/Gypsy	LTR/Gypsy
7C_TE_00003242	Unknown	MITE/DTT	MITE/DTT
